Date,Open,High,Low,Close,Adj Close,Volume, Change
2019-04-05,143.289993,143.500000,142.460007,143.279999,135.074478,2731800,-0.0069746671004485665
2019-04-08,143.020004,143.419998,142.869995,143.389999,135.178192,2118200,0.2587015729631701
2019-04-09,142.660004,142.949997,141.839996,142.110001,133.971512,3038500,-0.3855341262993203
2019-04-10,142.199997,143.500000,141.979996,143.020004,134.829391,2678000,0.5766575367789943
2019-04-11,143.800003,144.110001,143.029999,143.779999,135.545868,2942000,-0.013910987192399525
2019-04-12,144.259995,144.440002,143.699997,144.350006,136.083221,2898900,0.06239498344638377
2019-04-15,144.399994,144.460007,143.270004,143.899994,135.659012,3603200,-0.3462604021991857
2019-04-16,144.399994,145.389999,144.020004,145.139999,136.827972,6301700,0.5124688578588144
2019-04-17,137.369995,141.979996,136.259995,139.110001,131.143311,12525700,1.2666565213167713
2019-04-18,139.000000,140.490005,138.699997,140.330002,132.293457,4960000,0.956835971223027
2019-04-22,139.419998,140.559998,138.479996,138.889999,130.935913,4494000,-0.3801456086665585
2019-04-23,139.149994,140.919998,138.940002,140.440002,132.397141,4462200,0.9270629217562167
2019-04-24,140.600006,141.309998,139.779999,139.949997,131.935196,2774900,-0.46231079108205114
2019-04-25,139.699997,139.750000,137.710007,138.630005,130.690796,2910100,-0.7659212762903531
2019-04-26,139.339996,139.889999,138.809998,139.440002,131.454422,2319800,0.07177120917958053
2019-04-29,139.149994,139.630005,138.809998,139.050003,131.086746,2958300,-0.07185842925727227
2019-04-30,139.110001,140.440002,138.679993,140.270004,132.236877,4638800,0.833874625592152
2019-05-01,140.550003,141.809998,140.169998,140.559998,132.510269,3053700,0.007111348122848156
2019-05-02,140.500000,141.279999,139.410004,139.589996,131.595825,3541400,-0.6476896797152929
2019-05-03,139.699997,141.000000,139.630005,140.250000,132.218033,2579900,0.39370294331502653
2019-05-06,138.300003,140.690002,137.899994,140.380005,132.340591,2793300,1.5039782754017783
2019-05-07,139.149994,139.509995,136.190002,137.639999,129.757507,4726800,-1.0851563529352388
2019-05-08,137.770004,138.699997,137.130005,138.000000,130.096893,3818900,0.16694199994361608
2019-05-09,134.889999,135.580002,133.029999,135.339996,129.104797,4192700,0.33360293819857223
2019-05-10,134.880005,135.750000,132.419998,135.320007,129.085739,3977600,0.32621736631755954
2019-05-13,133.279999,133.570007,130.960007,131.419998,125.365395,4958000,-1.3955589840603249
2019-05-14,131.820007,134.320007,131.679993,133.309998,127.168320,3280400,1.130322349322894
2019-05-15,132.589996,134.589996,132.369995,134.399994,128.208099,2551000,1.3651090237607209
